id_passageiro,sobreviveu,classe,nome,sexo,idade,irmaos_conjuge,pais_criancas,passagem,tarifa,cabine,embarque
262,sim,3,"Asplund, Master. Edvin Rojj Felix",masculino,3,4,2,347077,31.3875,NA,Southampton
263,nao,1,"Taussig, Mr. Emil",masculino,52,1,1,110413,79.65,E67,Southampton
264,nao,1,"Harrison, Mr. William",masculino,40,0,0,112059,0,B94,Southampton
265,nao,3,"Henry, Miss. Delia",feminino,NA,0,0,382649,7.75,NA,Queenstow
266,nao,2,"Reeves, Mr. David",masculino,36,0,0,C.A. 17248,10.5,NA,Southampton
267,nao,3,"Panula, Mr. Ernesti Arvid",masculino,16,4,1,3101295,39.6875,NA,Southampton
268,sim,3,"Persson, Mr. Ernst Ulrik",masculino,25,1,0,347083,7775,NA,Southampton
269,sim,1,"Graham, Mrs. William Thompson (Edith Junkins)",feminino,58,0,1,PC 17582,153.4625,C125,Southampton
270,sim,1,"Bissette, Miss. Amelia",feminino,35,0,0,PC 17760,135.6333,C99,Southampton
271,nao,1,"Cairns, Mr. Alexander",masculino,NA,0,0,113798,31,NA,Southampton
272,sim,3,"Tornquist, Mr. William Henry",masculino,25,0,0,LINE,0,NA,Southampton
273,sim,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",feminino,41,0,1,250644,19.5,NA,Southampton
274,nao,1,"Natsch, Mr. Charles H",masculino,37,0,1,PC 17596,29.7,C118,Cherbourg
275,sim,3,"Healy, Miss. Hanora ""Nora""",feminino,NA,0,0,370375,7.75,NA,Queenstow
276,sim,1,"Andrews, Miss. Kornelia Theodosia",feminino,63,1,0,13502,77.9583,D7,Southampton
277,nao,3,"Lindblom, Miss. Augusta Charlotta",feminino,45,0,0,347073,7.75,NA,Southampton
278,nao,2,"Parkes, Mr. Francis ""Frank""",masculino,NA,0,0,239853,0,NA,Southampton
279,nao,3,"Rice, Master. Eric",masculino,7,4,1,382652,29125,NA,Queenstow
280,sim,3,"Abbott, Mrs. Stanton (Rosa Hunt)",feminino,35,1,1,C.A. 2673,20.25,NA,Southampton
281,nao,3,"Duane, Mr. Frank",masculino,65,0,0,336439,7.75,NA,Queenstow
282,nao,3,"Olsson, Mr. Nils Johan Goransson",masculino,28,0,0,347464,7.8542,NA,Southampton
283,nao,3,"de Pelsmaeker, Mr. Alfons",masculino,16,0,0,345778,9.5,NA,Southampton
284,sim,3,"Dorking, Mr. Edward Arthur",masculino,19,0,0,A/5. 10482,8.05,NA,Southampton
285,nao,1,"Smith, Mr. Richard William",masculino,NA,0,0,113056,26,A19,Southampton
286,nao,3,"Stankovic, Mr. Ivan",masculino,33,0,0,349239,8.6625,NA,Cherbourg
287,sim,3,"de Mulder, Mr. Theodore",masculino,30,0,0,345774,9.5,NA,Southampton
288,nao,3,"Naidenoff, Mr. Penko",masculino,22,0,0,349206,7.8958,NA,Southampton
289,sim,2,"Hosono, Mr. Masabumi",masculino,42,0,0,237798,13,NA,Southampton
290,sim,3,"Connolly, Miss. Kate",feminino,22,0,0,370373,7.75,NA,Queenstow
291,sim,1,"Barber, Miss. Ellen ""Nellie""",feminino,26,0,0,19877,78.85,NA,Southampton
292,sim,1,"Bishop, Mrs. Dickinson H (Helen Walton)",feminino,19,1,0,11967,91.0792,B49,Cherbourg
293,nao,2,"Levy, Mr. Rene Jacques",masculino,36,0,0,SC/Paris 2163,12875,D,Cherbourg
294,nao,3,"Haas, Miss. Aloisia",feminino,24,0,0,349236,8.85,NA,Southampton
295,nao,3,"Mineff, Mr. Ivan",masculino,24,0,0,349233,7.8958,NA,Southampton
296,nao,1,"Lewy, Mr. Ervin G",masculino,NA,0,0,PC 17612,27.7208,NA,Cherbourg
297,nao,3,"Hanna, Mr. Mansour",masculino,23.5,0,0,2693,7.2292,NA,Cherbourg
298,nao,1,"Allison, Miss. Helen Loraine",feminino,2,1,2,113781,151.55,C22 C26,Southampton
299,sim,1,"Saalfeld, Mr. Adolphe",masculino,NA,0,0,19988,30.5,C106,Southampton
300,sim,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",feminino,50,0,1,PC 17558,247.5208,B58 B60,Cherbourg
301,sim,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",feminino,NA,0,0,9234,7.75,NA,Queenstow
302,sim,3,"McCoy, Mr. Bernard",masculino,NA,2,0,367226,23.25,NA,Queenstow
303,nao,3,"Johnson, Mr. William Cahoone Jr",masculino,19,0,0,LINE,0,NA,Southampton
304,sim,2,"Keane, Miss. Nora A",feminino,NA,0,0,226593,12.35,E101,Queenstow
305,nao,3,"Williams, Mr. Howard Hugh ""Harry""",masculino,NA,0,0,A/5 2466,8.05,NA,Southampton
306,sim,1,"Allison, Master. Hudson Trevor",masculino,0.92,1,2,113781,151.55,C22 C26,Southampton
307,sim,1,"Fleming, Miss. Margaret",feminino,NA,0,0,17421,110.8833,NA,Cherbourg
308,sim,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",feminino,17,1,0,PC 17758,108.9,C65,Cherbourg
309,nao,2,"Abelson, Mr. Samuel",masculino,30,1,0,P/PP 3381,24,NA,Cherbourg
310,sim,1,"Francatelli, Miss. Laura Mabel",feminino,30,0,0,PC 17485,56.9292,E36,Cherbourg
311,sim,1,"Hays, Miss. Margaret Bechstein",feminino,24,0,0,11767,83.1583,C54,Cherbourg
312,sim,1,"Ryerson, Miss. Emily Borie",feminino,18,2,2,PC 17608,262375,B57 B59 B63 B66,Cherbourg
313,nao,2,"Lahtinen, Mrs. William (Anna Sylfven)",feminino,26,1,1,250651,26,NA,Southampton
314,nao,3,"Hendekovic, Mr. Ignjac",masculino,28,0,0,349243,7.8958,NA,Southampton
315,nao,2,"Hart, Mr. Benjamin",masculino,43,1,1,F.C.C. 13529,26.25,NA,Southampton
316,sim,3,"Nilsson, Miss. Helmina Josefina",feminino,26,0,0,347470,7.8542,NA,Southampton
317,sim,2,"Kantor, Mrs. Sinai (Miriam Sternin)",feminino,24,1,0,244367,26,NA,Southampton
318,nao,2,"Moraweck, Dr. Ernest",masculino,54,0,0,29011,14,NA,Southampton
319,sim,1,"Wick, Miss. Mary Natalie",feminino,31,0,2,36928,164.8667,C7,Southampton
320,sim,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",feminino,40,1,1,16966,134.5,E34,Cherbourg
321,nao,3,"Dennis, Mr. Samuel",masculino,22,0,0,A/5 21172,7.25,NA,Southampton
322,nao,3,"Danoff, Mr. Yoto",masculino,27,0,0,349219,7.8958,NA,Southampton
323,sim,2,"Slayter, Miss. Hilda Mary",feminino,30,0,0,234818,12.35,NA,Queenstow
324,sim,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",feminino,22,1,1,248738,29,NA,Southampton
325,nao,3,"Sage, Mr. George John Jr",masculino,NA,8,2,CA. 2343,69.55,NA,Southampton
326,sim,1,"Young, Miss. Marie Grice",feminino,36,0,0,PC 17760,135.6333,C32,Cherbourg
327,nao,3,"Nysveen, Mr. Johan Hansen",masculino,61,0,0,345364,6.2375,NA,Southampton
328,sim,2,"Ball, Mrs. (Ada E Hall)",feminino,36,0,0,28551,13,D,Southampton
329,sim,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",feminino,31,1,1,363291,20525,NA,Southampton
330,sim,1,"Hippach, Miss. Jean Gertrude",feminino,16,0,1,111361,57.9792,B18,Cherbourg
331,sim,3,"McCoy, Miss. Agnes",feminino,NA,2,0,367226,23.25,NA,Queenstow
332,nao,1,"Partner, Mr. Austen",masculino,45.5,0,0,113043,28.5,C124,Southampton
333,nao,1,"Graham, Mr. George Edward",masculino,38,0,1,PC 17582,153.4625,C91,Southampton
334,nao,3,"Vander Planke, Mr. Leo Edmondus",masculino,16,2,0,345764,18,NA,Southampton
335,sim,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",feminino,NA,1,0,PC 17611,133.65,NA,Southampton
336,nao,3,"Denkoff, Mr. Mitto",masculino,NA,0,0,349225,7.8958,NA,Southampton
337,nao,1,"Pears, Mr. Thomas Clinton",masculino,29,1,0,113776,66.6,C2,Southampton
338,sim,1,"Burns, Miss. Elizabeth Margaret",feminino,41,0,0,16966,134.5,E40,Cherbourg
339,sim,3,"Dahl, Mr. Karl Edwart",masculino,45,0,0,7598,8.05,NA,Southampton
340,nao,1,"Blackwell, Mr. Stephen Weart",masculino,45,0,0,113784,35.5,T,Southampton
341,sim,2,"Navratil, Master. Edmond Roger",masculino,2,1,1,230080,26,F2,Southampton
342,sim,1,"Fortune, Miss. Alice Elizabeth",feminino,24,3,2,19950,263,C23 C25 C27,Southampton
343,nao,2,"Collander, Mr. Erik Gustaf",masculino,28,0,0,248740,13,NA,Southampton
344,nao,2,"Sedgwick, Mr. Charles Frederick Waddington",masculino,25,0,0,244361,13,NA,Southampton
345,nao,2,"Fox, Mr. Stanley Hubert",masculino,36,0,0,229236,13,NA,Southampton
346,sim,2,"Brown, Miss. Amelia ""Mildred""",feminino,24,0,0,248733,13,F33,Southampton
347,sim,2,"Smith, Miss. Marion Elsie",feminino,40,0,0,31418,13,NA,Southampton
348,sim,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",feminino,NA,1,0,386525,16.1,NA,Southampton
349,sim,3,"Coutts, Master. William Loch ""William""",masculino,3,1,1,C.A. 37671,15.9,NA,Southampton
350,nao,3,"Dimic, Mr. Jovan",masculino,42,0,0,315088,8.6625,NA,Southampton
351,nao,3,"Odahl, Mr. Nils Martin",masculino,23,0,0,7267,9225,NA,Southampton
352,nao,1,"Williams-Lambert, Mr. Fletcher Fellows",masculino,NA,0,0,113510,35,C128,Southampton
353,nao,3,"Elias, Mr. Tannous",masculino,15,1,1,2695,7.2292,NA,Cherbourg
354,nao,3,"Arnold-Franchi, Mr. Josef",masculino,25,1,0,349237,17.8,NA,Southampton
355,nao,3,"Yousif, Mr. Wazli",masculino,NA,0,0,2647,7225,NA,Cherbourg
356,nao,3,"Vanden Steen, Mr. Leo Peter",masculino,28,0,0,345783,9.5,NA,Southampton
357,sim,1,"Bowerman, Miss. Elsie Edith",feminino,22,0,1,113505,55,E33,Southampton
358,nao,2,"Funk, Miss. Annie Clemmer",feminino,38,0,0,237671,13,NA,Southampton
359,sim,3,"McGovern, Miss. Mary",feminino,NA,0,0,330931,7.8792,NA,Queenstow
360,sim,3,"Mockler, Miss. Helen Mary ""Ellie""",feminino,NA,0,0,330980,7.8792,NA,Queenstow
361,nao,3,"Skoog, Mr. Wilhelm",masculino,40,1,4,347088,27.9,NA,Southampton
362,nao,2,"del Carlo, Mr. Sebastiano",masculino,29,1,0,SC/PARIS 2167,27.7208,NA,Cherbourg
363,nao,3,"Barbara, Mrs. (Catherine David)",feminino,45,0,1,2691,14.4542,NA,Cherbourg
364,nao,3,"Asim, Mr. Adola",masculino,35,0,0,SOTON/O.Q. 3101310,7.05,NA,Southampton
365,nao,3,"O'Brien, Mr. Thomas",masculino,NA,1,0,370365,15.5,NA,Queenstow
366,nao,3,"Adahl, Mr. Mauritz Nils Martin",masculino,30,0,0,C 7076,7.25,NA,Southampton
367,sim,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",feminino,60,1,0,110813,75.25,D37,Cherbourg
368,sim,3,"Moussa, Mrs. (Mantoura Boulos)",feminino,NA,0,0,2626,7.2292,NA,Cherbourg
369,sim,3,"Jermyn, Miss. Annie",feminino,NA,0,0,14313,7.75,NA,Queenstow
370,sim,1,"Aubart, Mme. Leontine Pauline",feminino,24,0,0,PC 17477,69.3,B35,Cherbourg
371,sim,1,"Harder, Mr. George Achilles",masculino,25,1,0,11765,55.4417,E50,Cherbourg
372,nao,3,"Wiklund, Mr. Jakob Alfred",masculino,18,1,0,3101267,6.4958,NA,Southampton
373,nao,3,"Beavan, Mr. William Thomas",masculino,19,0,0,323951,8.05,NA,Southampton
374,nao,1,"Ringhini, Mr. Sante",masculino,22,0,0,PC 17760,135.6333,NA,Cherbourg
375,nao,3,"Palsson, Miss. Stina Viola",feminino,3,3,1,349909,21075,NA,Southampton
376,sim,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",feminino,NA,1,0,PC 17604,82.1708,NA,Cherbourg
377,sim,3,"Landergren, Miss. Aurora Adelia",feminino,22,0,0,C 7077,7.25,NA,Southampton
378,nao,1,"Widener, Mr. Harry Elkins",masculino,27,0,2,113503,211.5,C82,Cherbourg
379,nao,3,"Betros, Mr. Tannous",masculino,20,0,0,2648,4.0125,NA,Cherbourg
380,nao,3,"Gustafsson, Mr. Karl Gideon",masculino,19,0,0,347069,7775,NA,Southampton
381,sim,1,"Bidois, Miss. Rosalie",feminino,42,0,0,PC 17757,227525,NA,Cherbourg
382,sim,3,"Nakid, Miss. Maria (""Mary"")",feminino,1,0,2,2653,15.7417,NA,Cherbourg
383,nao,3,"Tikkanen, Mr. Juho",masculino,32,0,0,STON/O 2. 3101293,7925,NA,Southampton
384,sim,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",feminino,35,1,0,113789,52,NA,Southampton
385,nao,3,"Plotcharsky, Mr. Vasil",masculino,NA,0,0,349227,7.8958,NA,Southampton
386,nao,2,"Davies, Mr. Charles Henry",masculino,18,0,0,S.O.C. 14879,73.5,NA,Southampton
387,nao,3,"Goodwin, Master. Sidney Leonard",masculino,1,5,2,CA 2144,46.9,NA,Southampton
388,sim,2,"Buss, Miss. Kate",feminino,36,0,0,27849,13,NA,Southampton
389,nao,3,"Sadlier, Mr. Matthew",masculino,NA,0,0,367655,7.7292,NA,Queenstow
390,sim,2,"Lehmann, Miss. Bertha",feminino,17,0,0,SC 1748,12,NA,Cherbourg
391,sim,1,"Carter, Mr. William Ernest",masculino,36,1,2,113760,120,B96 B98,Southampton
392,sim,3,"Jansson, Mr. Carl Olof",masculino,21,0,0,350034,7.7958,NA,Southampton
393,nao,3,"Gustafsson, Mr. Johan Birger",masculino,28,2,0,3101277,7925,NA,Southampton
394,sim,1,"Newell, Miss. Marjorie",feminino,23,1,0,35273,113275,D36,Cherbourg
395,sim,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",feminino,24,0,2,PP 9549,16.7,G6,Southampton
396,nao,3,"Johansson, Mr. Erik",masculino,22,0,0,350052,7.7958,NA,Southampton
397,nao,3,"Olsson, Miss. Elina",feminino,31,0,0,350407,7.8542,NA,Southampton
398,nao,2,"McKane, Mr. Peter David",masculino,46,0,0,28403,26,NA,Southampton
399,nao,2,"Pain, Dr. Alfred",masculino,23,0,0,244278,10.5,NA,Southampton
400,sim,2,"Trout, Mrs. William H (Jessie L)",feminino,28,0,0,240929,12.65,NA,Southampton
401,sim,3,"Niskanen, Mr. Juha",masculino,39,0,0,STON/O 2. 3101289,7925,NA,Southampton
402,nao,3,"Adams, Mr. John",masculino,26,0,0,341826,8.05,NA,Southampton
403,nao,3,"Jussila, Miss. Mari Aina",feminino,21,1,0,4137,9825,NA,Southampton
404,nao,3,"Hakkarainen, Mr. Pekka Pietari",masculino,28,1,0,STON/O2. 3101279,15.85,NA,Southampton
405,nao,3,"Oreskovic, Miss. Marija",feminino,20,0,0,315096,8.6625,NA,Southampton
406,nao,2,"Gale, Mr. Shadrach",masculino,34,1,0,28664,21,NA,Southampton
407,nao,3,"Widegren, Mr. Carl/Charles Peter",masculino,51,0,0,347064,7.75,NA,Southampton
408,sim,2,"Richards, Master. William Rowe",masculino,3,1,1,29106,18.75,NA,Southampton
409,nao,3,"Birkeland, Mr. Hans Martin Monsen",masculino,21,0,0,312992,7775,NA,Southampton
410,nao,3,"Lefebre, Miss. Ida",feminino,NA,3,1,4133,25.4667,NA,Southampton
411,nao,3,"Sdycoff, Mr. Todor",masculino,NA,0,0,349222,7.8958,NA,Southampton
412,nao,3,"Hart, Mr. Henry",masculino,NA,0,0,394140,6.8583,NA,Queenstow
413,sim,1,"Minahan, Miss. Daisy E",feminino,33,1,0,19928,90,C78,Queenstow
414,nao,2,"Cunningham, Mr. Alfred Fleming",masculino,NA,0,0,239853,0,NA,Southampton
415,sim,3,"Sundman, Mr. Johan Julian",masculino,44,0,0,STON/O 2. 3101269,7925,NA,Southampton
416,nao,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",feminino,NA,0,0,343095,8.05,NA,Southampton
417,sim,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",feminino,34,1,1,28220,32.5,NA,Southampton
418,sim,2,"Silven, Miss. Lyyli Karoliina",feminino,18,0,2,250652,13,NA,Southampton
419,nao,2,"Matthews, Mr. William John",masculino,30,0,0,28228,13,NA,Southampton
420,nao,3,"Van Impe, Miss. Catharina",feminino,10,0,2,345773,24.15,NA,Southampton
421,nao,3,"Gheorgheff, Mr. Stanio",masculino,NA,0,0,349254,7.8958,NA,Cherbourg
422,nao,3,"Charters, Mr. David",masculino,21,0,0,A/5. 13032,7.7333,NA,Queenstow
423,nao,3,"Zimmerman, Mr. Leo",masculino,29,0,0,315082,7875,NA,Southampton
424,nao,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",feminino,28,1,1,347080,14.4,NA,Southampton
425,nao,3,"Rosblom, Mr. Viktor Richard",masculino,18,1,1,370129,20.2125,NA,Southampton
426,nao,3,"Wiseman, Mr. Phillippe",masculino,NA,0,0,A/4. 34244,7.25,NA,Southampton
427,sim,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",feminino,28,1,0,2003,26,NA,Southampton
428,sim,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",feminino,19,0,0,250655,26,NA,Southampton
429,nao,3,"Flynn, Mr. James",masculino,NA,0,0,364851,7.75,NA,Queenstow
430,sim,3,"Pickard, Mr. Berk (Berk Trembisky)",masculino,32,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton
431,sim,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",masculino,28,0,0,110564,26.55,C52,Southampton
432,sim,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",feminino,NA,1,0,376564,16.1,NA,Southampton
433,sim,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",feminino,42,1,0,SC/AH 3085,26,NA,Southampton
434,nao,3,"Kallio, Mr. Nikolai Erland",masculino,17,0,0,STON/O 2. 3101274,7125,NA,Southampton
435,nao,1,"Silvey, Mr. William Baird",masculino,50,1,0,13507,55.9,E44,Southampton
436,sim,1,"Carter, Miss. Lucile Polk",feminino,14,1,2,113760,120,B96 B98,Southampton
437,nao,3,"Ford, Miss. Doolina Margaret ""Daisy""",feminino,21,2,2,W./C. 6608,34375,NA,Southampton
438,sim,2,"Richards, Mrs. Sidney (Emily Hocking)",feminino,24,2,3,29106,18.75,NA,Southampton
439,nao,1,"Fortune, Mr. Mark",masculino,64,1,4,19950,263,C23 C25 C27,Southampton
440,nao,2,"Kvillner, Mr. Johan Henrik Johannesson",masculino,31,0,0,C.A. 18723,10.5,NA,Southampton
441,sim,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",feminino,45,1,1,F.C.C. 13529,26.25,NA,Southampton
442,nao,3,"Hampe, Mr. Leon",masculino,20,0,0,345769,9.5,NA,Southampton
443,nao,3,"Petterson, Mr. Johan Emil",masculino,25,1,0,347076,7775,NA,Southampton
444,sim,2,"Reynaldo, Ms. Encarnacion",feminino,28,0,0,230434,13,NA,Southampton
445,sim,3,"Johannesen-Bratthammer, Mr. Bernt",masculino,NA,0,0,65306,8.1125,NA,Southampton
446,sim,1,"Dodge, Master. Washington",masculino,4,0,2,33638,81.8583,A34,Southampton
447,sim,2,"Mellinger, Miss. Madeleine Violet",feminino,13,0,1,250644,19.5,NA,Southampton
448,sim,1,"Seward, Mr. Frederic Kimber",masculino,34,0,0,113794,26.55,NA,Southampton
449,sim,3,"Baclini, Miss. Marie Catherine",feminino,5,2,1,2666,19.2583,NA,Cherbourg
450,sim,1,"Peuchen, Major. Arthur Godfrey",masculino,52,0,0,113786,30.5,C104,Southampton
451,nao,2,"West, Mr. Edwy Arthur",masculino,36,1,2,C.A. 34651,27.75,NA,Southampton
452,nao,3,"Hagland, Mr. Ingvald Olai Olsen",masculino,NA,1,0,65303,19.9667,NA,Southampton
453,nao,1,"Foreman, Mr. Benjamin Laventall",masculino,30,0,0,113051,27.75,C111,Cherbourg
454,sim,1,"Goldenberg, Mr. Samuel L",masculino,49,1,0,17453,89.1042,C92,Cherbourg
455,nao,3,"Peduzzi, Mr. Joseph",masculino,NA,0,0,A/5 2817,8.05,NA,Southampton
456,sim,3,"Jalsevac, Mr. Ivan",masculino,29,0,0,349240,7.8958,NA,Cherbourg
457,nao,1,"Millet, Mr. Francis Davis",masculino,65,0,0,13509,26.55,E38,Southampton
458,sim,1,"Kenyon, Mrs. Frederick R (Marion)",feminino,NA,1,0,17464,51.8625,D21,Southampton
459,sim,2,"Toomey, Miss. Ellen",feminino,50,0,0,F.C.C. 13531,10.5,NA,Southampton
460,nao,3,"O'Connor, Mr. Maurice",masculino,NA,0,0,371060,7.75,NA,Queenstow
461,sim,1,"Anderson, Mr. Harry",masculino,48,0,0,19952,26.55,E12,Southampton
462,nao,3,"Morley, Mr. William",masculino,34,0,0,364506,8.05,NA,Southampton
463,nao,1,"Gee, Mr. Arthur H",masculino,47,0,0,111320,38.5,E63,Southampton
464,nao,2,"Milling, Mr. Jacob Christian",masculino,48,0,0,234360,13,NA,Southampton
465,nao,3,"Maisner, Mr. Simon",masculino,NA,0,0,A/S 2816,8.05,NA,Southampton
466,nao,3,"Goncalves, Mr. Manuel Estanslas",masculino,38,0,0,SOTON/O.Q. 3101306,7.05,NA,Southampton
467,nao,2,"Campbell, Mr. William",masculino,NA,0,0,239853,0,NA,Southampton
468,nao,1,"Smart, Mr. John Montgomery",masculino,56,0,0,113792,26.55,NA,Southampton
469,nao,3,"Scanlan, Mr. James",masculino,NA,0,0,36209,7725,NA,Queenstow
470,sim,3,"Baclini, Miss. Helene Barbara",feminino,0.75,2,1,2666,19.2583,NA,Cherbourg
471,nao,3,"Keefe, Mr. Arthur",masculino,NA,0,0,323592,7.25,NA,Southampton
472,nao,3,"Cacic, Mr. Luka",masculino,38,0,0,315089,8.6625,NA,Southampton
473,sim,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",feminino,33,1,2,C.A. 34651,27.75,NA,Southampton
474,sim,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",feminino,23,0,0,SC/AH Basle 541,13.7917,D,Cherbourg
475,nao,3,"Strandberg, Miss. Ida Sofia",feminino,22,0,0,7553,9.8375,NA,Southampton
476,nao,1,"Clifford, Mr. George Quincy",masculino,NA,0,0,110465,52,A14,Southampton
477,nao,2,"Renouf, Mr. Peter Henry",masculino,34,1,0,31027,21,NA,Southampton
478,nao,3,"Braund, Mr. Lewis Richard",masculino,29,1,0,3460,7.0458,NA,Southampton
479,nao,3,"Karlsson, Mr. Nils August",masculino,22,0,0,350060,7.5208,NA,Southampton
480,sim,3,"Hirvonen, Miss. Hildur E",feminino,2,0,1,3101298,12.2875,NA,Southampton
481,nao,3,"Goodwin, Master. Harold Victor",masculino,9,5,2,CA 2144,46.9,NA,Southampton
482,nao,2,"Frost, Mr. Anthony Wood ""Archie""",masculino,NA,0,0,239854,0,NA,Southampton
483,nao,3,"Rouse, Mr. Richard Henry",masculino,50,0,0,A/5 3594,8.05,NA,Southampton
484,sim,3,"Turkula, Mrs. (Hedwig)",feminino,63,0,0,4134,9.5875,NA,Southampton
485,sim,1,"Bishop, Mr. Dickinson H",masculino,25,1,0,11967,91.0792,B49,Cherbourg
486,nao,3,"Lefebre, Miss. Jeannie",feminino,NA,3,1,4133,25.4667,NA,Southampton
487,sim,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",feminino,35,1,0,19943,90,C93,Southampton
488,nao,1,"Kent, Mr. Edward Austin",masculino,58,0,0,11771,29.7,B37,Cherbourg
489,nao,3,"Somerton, Mr. Francis William",masculino,30,0,0,A.5. 18509,8.05,NA,Southampton
490,sim,3,"Coutts, Master. Eden Leslie ""Neville""",masculino,9,1,1,C.A. 37671,15.9,NA,Southampton
491,nao,3,"Hagland, Mr. Konrad Mathias Reiersen",masculino,NA,1,0,65304,19.9667,NA,Southampton
492,nao,3,"Windelov, Mr. Einar",masculino,21,0,0,SOTON/OQ 3101317,7.25,NA,Southampton
493,nao,1,"Molson, Mr. Harry Markland",masculino,55,0,0,113787,30.5,C30,Southampton
494,nao,1,"Artagaveytia, Mr. Ramon",masculino,71,0,0,PC 17609,49.5042,NA,Cherbourg
495,nao,3,"Stanley, Mr. Edward Roland",masculino,21,0,0,A/4 45380,8.05,NA,Southampton
496,nao,3,"Yousseff, Mr. Gerious",masculino,NA,0,0,2627,14.4583,NA,Cherbourg
497,sim,1,"Eustis, Miss. Elizabeth Mussey",feminino,54,1,0,36947,78.2667,D20,Cherbourg
498,nao,3,"Shellard, Mr. Frederick William",masculino,NA,0,0,C.A. 6212,15.1,NA,Southampton
499,nao,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",feminino,25,1,2,113781,151.55,C22 C26,Southampton
500,nao,3,"Svensson, Mr. Olof",masculino,24,0,0,350035,7.7958,NA,Southampton
501,nao,3,"Calic, Mr. Petar",masculino,17,0,0,315086,8.6625,NA,Southampton
502,nao,3,"Canavan, Miss. Mary",feminino,21,0,0,364846,7.75,NA,Queenstow
503,nao,3,"O'Sullivan, Miss. Bridget Mary",feminino,NA,0,0,330909,7.6292,NA,Queenstow
504,nao,3,"Laitinen, Miss. Kristina Sofia",feminino,37,0,0,4135,9.5875,NA,Southampton
505,sim,1,"Maioni, Miss. Roberta",feminino,16,0,0,110152,86.5,B79,Southampton
506,nao,1,"Penasco y Castellana, Mr. Victor de Satode",masculino,18,1,0,PC 17758,108.9,C65,Cherbourg
507,sim,2,"Quick, Mrs. Frederick Charles (Jane Richards)",feminino,33,0,2,26360,26,NA,Southampton
508,sim,1,"Bradley, Mr. George (""George Arthur Brayton"")",masculino,NA,0,0,111427,26.55,NA,Southampton
509,nao,3,"Olsen, Mr. Henry Margido",masculino,28,0,0,C 4001,22525,NA,Southampton
510,sim,3,"Lang, Mr. Fang",masculino,26,0,0,1601,56.4958,NA,Southampton
511,sim,3,"Daly, Mr. Eugene Patrick",masculino,29,0,0,382651,7.75,NA,Queenstow
512,nao,3,"Webber, Mr. James",masculino,NA,0,0,SOTON/OQ 3101316,8.05,NA,Southampton
513,sim,1,"McGough, Mr. James Robert",masculino,36,0,0,PC 17473,26.2875,E25,Southampton
514,sim,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",feminino,54,1,0,PC 17603,59.4,NA,Cherbourg
515,nao,3,"Coleff, Mr. Satio",masculino,24,0,0,349209,7.4958,NA,Southampton
516,nao,1,"Walker, Mr. William Anderson",masculino,47,0,0,36967,34.0208,D46,Southampton
517,sim,2,"Lemore, Mrs. (Amelia Milley)",feminino,34,0,0,C.A. 34260,10.5,F33,Southampton
518,nao,3,"Ryan, Mr. Patrick",masculino,NA,0,0,371110,24.15,NA,Queenstow
519,sim,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",feminino,36,1,0,226875,26,NA,Southampton
520,nao,3,"Pavlovic, Mr. Stefo",masculino,32,0,0,349242,7.8958,NA,Southampton
521,sim,1,"Perreault, Miss. Anne",feminino,30,0,0,12749,93.5,B73,Southampton
522,nao,3,"Vovk, Mr. Janko",masculino,22,0,0,349252,7.8958,NA,Southampton
523,nao,3,"Lahoud, Mr. Sarkis",masculino,NA,0,0,2624,7225,NA,Cherbourg
524,sim,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",feminino,44,0,1,111361,57.9792,B18,Cherbourg
